"draw_date","method","suggested_last2","actual_last2","hit_last2","suggested_3digit","actual_3digit","hit_3digit","rank_hit"
"2021-08-16","frequency_score_v1","64,66,73,94,03,10,11,15,18,24,31,36,43,93,04,06,07,08,13,16","21","0","726,787,983,046,132,307,321,375,403,464,476,596,623,840,861,947,004,005,006,038","160,234,666,750","0",""
"2021-09-01","frequency_score_v1","64,66,73,94,03,10,11,15,18,24,31,36,43,93,04,06,07,08,13,16","78","0","726,787,983,046,132,307,321,375,403,464,476,596,623,840,861,947,004,005,006,038","123,302,475,792","0",""
"2021-09-16","frequency_score_v1","64,66,73,94,03,10,11,15,18,24,31,36,43,93,04,06,07,08,13,16","09","0","726,787,983,046,132,307,321,375,403,464,476,596,623,840,861,947,004,005,006,038","007,817,906,935","0",""
"2021-10-01","frequency_score_v1","64,66,73,94,03,10,11,15,18,24,31,36,43,93,04,06,07,08,13,16","85","0","726,787,983,046,132,307,321,375,403,464,476,596,623,840,861,947,004,005,006,038","171,361,379,832","0",""
"2021-10-16","frequency_score_v1","64,66,73,94,03,10,11,15,18,24,31,36,43,93,04,06,07,08,13,16","02","0","726,787,983,046,132,307,321,375,403,464,476,596,623,840,861,947,004,005,006,038","295,372,386,964","0",""
"2021-11-01","frequency_score_v1","64,66,73,94,03,10,11,15,18,24,31,36,43,93,04,06,07,08,13,16","47","0","726,787,983,046,132,307,321,375,403,464,476,596,623,840,861,947,004,005,006,038","037,331,458,952","0",""
"2021-11-16","frequency_score_v1","64,66,73,94,03,10,11,15,18,24,31,36,43,93,04,06,07,08,13,16","71","0","726,787,983,046,132,307,321,331,375,403,464,476,596,623,840,861,947,004,005,006","245,574,648,761","0",""
"2021-12-01","frequency_score_v1","64,66,73,94,03,10,11,15,18,24,31,36,43,93,04,06,07,08,13,16","39","0","726,787,983,046,132,307,321,331,375,403,464,476,596,623,840,861,947,004,005,006","258,401,740,827","0",""
"2021-12-16","frequency_score_v1","64,66,73,94,03,10,11,15,18,24,31,36,43,93,04,06,07,08,13,16","97","0","726,787,983,046,132,307,321,331,375,403,464,476,596,623,840,861,947,004,005,006","235,476,629,830","1","12"
"2021-12-30","frequency_score_v1","64,66,73,94,03,10,11,15,18,24,31,36,43,93,04,06,07,08,13,16","91","0","476,726,787,983,046,132,307,321,331,375,403,464,596,623,830,840,861,947,004,005","068,365,419,979","0",""
"2022-01-17","frequency_score_v1","64,66,73,94,03,10,11,15,18,24,31,36,43,93,04,06,07,08,13,16","31","1","476,726,787,983,046,132,307,321,331,375,403,464,596,623,830,840,861,947,004,005","119,159,786,927","0","11"
"2022-02-01","frequency_score_v1","31,64,66,73,94,03,10,11,15,18,24,36,43,93,04,06,07,08,13,16","61","0","476,726,787,983,046,132,307,321,331,375,403,464,596,623,830,840,861,947,004,005","300,308,485,942","0",""
"2022-02-17","frequency_score_v1","31,64,66,73,94,03,10,11,15,18,24,36,43,61,93,04,06,07,08,13","85","0","476,726,787,983,046,132,307,321,331,375,403,464,596,623,830,840,861,947,004,005","570,592,597,644","0",""
"2022-03-01","frequency_score_v1","31,64,66,73,94,03,10,11,15,18,24,36,43,61,85,93,04,06,07,08","36","1","476,726,787,983,046,132,307,321,331,375,403,464,596,623,830,840,861,947,004,005","072,234,834,905","0","12"
"2022-03-16","frequency_score_v1","31,36,64,66,73,94,03,10,11,15,18,24,43,61,85,93,04,06,07,08","49","0","476,726,787,983,046,132,234,307,321,331,375,403,464,596,623,830,834,840,861,947","033,788,867,985","0",""
"2022-04-01","frequency_score_v1","31,36,64,66,73,94,03,10,11,15,18,24,43,61,85,93,04,06,07,08","91","0","476,726,787,983,046,132,234,307,321,331,375,403,464,596,623,830,834,840,861,947","103,578,618,738","0",""
"2022-04-16","frequency_score_v1","31,36,64,66,73,94,03,10,11,15,18,24,43,61,85,93,04,06,07,08","89","0","476,726,787,983,046,132,234,307,321,331,375,403,464,596,623,830,834,840,861,947","413,582,859,919","0",""
"2022-05-02","frequency_score_v1","31,36,64,66,73,94,03,10,11,15,18,24,43,61,85,89,93,04,06,07","18","1","476,726,787,983,046,132,234,307,321,331,375,403,464,596,623,830,834,840,861,947","041,095,642,778","0","11"
"2022-05-16","frequency_score_v1","18,31,36,64,66,73,94,03,10,11,15,24,43,61,85,89,93,04,06,07","47","0","476,726,787,983,046,132,234,307,321,331,375,403,464,596,623,830,834,840,861,947","012,062,236,736","0",""
"2022-06-01","frequency_score_v1","18,31,36,64,66,73,94,03,10,11,15,24,43,61,85,89,93,04,06,07","79","0","476,726,787,983,046,062,132,234,307,321,331,375,403,464,596,623,830,834,840,861","026,196,213,817","0",""
"2022-06-16","frequency_score_v1","18,31,36,64,66,73,94,03,10,11,15,24,43,61,85,89,93,04,06,07","85","1","476,726,787,983,046,062,132,234,307,321,331,375,403,464,596,623,830,834,840,861","106,549,807,922","0","15"
"2022-07-01","frequency_score_v1","18,31,36,64,66,73,85,94,03,10,11,15,24,43,61,89,93,04,06,07","42","0","476,726,787,983,046,062,132,234,307,321,331,375,403,464,596,623,830,834,840,861","002,287,417,612","0",""
"2022-07-16","frequency_score_v1","18,31,36,64,66,73,85,94,03,10,11,15,24,43,61,89,93,04,06,07","59","0","476,726,787,983,046,062,132,234,307,321,331,375,403,464,596,623,830,834,840,861","061,405,531,834","1","18"
"2022-08-01","frequency_score_v1","18,31,36,64,66,73,85,94,03,10,11,15,24,43,61,89,93,04,06,07","66","1","476,726,787,834,983,046,062,132,234,307,321,331,375,403,464,596,623,830,840,861","142,282,594,893","0","5"
"2022-08-16","frequency_score_v1","66,18,31,36,64,73,85,94,03,10,11,15,24,43,61,89,93,04,06,07","71","0","476,726,787,834,983,046,062,132,234,307,321,331,375,403,464,596,623,830,840,861","284,300,422,583","0",""
"2022-09-01","frequency_score_v1","66,18,31,36,64,73,85,94,03,10,11,15,24,43,61,71,89,93,04,06","98","0","476,726,787,834,983,046,062,132,234,307,321,331,375,403,464,583,596,623,830,840","210,332,725,832","0",""
"2022-09-16","frequency_score_v1","66,18,31,36,64,73,85,94,03,10,11,15,24,43,61,71,89,93,04,06","40","0","476,726,787,834,983,046,062,132,234,307,321,331,375,403,464,583,596,623,725,830","432,703,755,971","0",""
"2022-10-01","frequency_score_v1","66,18,31,36,64,73,85,94,03,10,11,15,24,40,43,61,71,89,93,04","06","0","476,726,787,834,983,046,062,132,234,307,321,331,375,403,464,583,596,623,725,830","194,502,669,996","0",""
"2022-10-16","frequency_score_v1","66,18,31,36,64,73,85,94,03,06,10,11,15,24,40,43,61,71,89,93","37","0","476,726,787,834,983,046,062,132,234,307,321,331,375,403,464,583,596,623,725,830","106,150,158,606","0",""
"2022-11-01","frequency_score_v1","66,18,31,36,64,73,85,94,03,06,10,11,15,24,40,43,61,71,89,93","22","0","476,726,787,834,983,046,062,132,234,307,321,331,375,403,464,583,596,623,725,830","106,343,707,839","0",""
"2022-11-16","frequency_score_v1","66,18,31,36,64,73,85,94,03,06,10,11,15,24,40,43,61,71,89,93","32","0","476,726,787,834,983,046,062,106,132,234,307,321,331,375,403,464,583,596,623,725","157,645,722,789","0",""
"2022-12-01","frequency_score_v1","66,18,31,36,64,73,85,94,03,06,10,11,15,24,32,40,43,61,71,89","70","0","476,726,787,834,983,046,062,106,132,234,307,321,331,375,403,464,583,596,623,725","081,409,786,805","0",""
"2022-12-16","frequency_score_v1","66,18,31,36,64,73,85,94,03,06,10,11,15,24,32,40,43,61,71,89","11","1","476,726,787,834,983,046,062,106,132,234,307,321,331,375,403,464,583,596,623,725","093,144,593,912","0","12"
"2022-12-30","frequency_score_v1","66,11,18,31,36,64,73,85,94,03,06,10,15,24,32,40,43,61,71,89","07","0","476,726,787,834,983,046,062,106,132,234,307,321,331,375,403,464,583,596,623,725","196,250,522,580","0",""
"2023-01-17","frequency_score_v1","66,11,18,31,36,64,73,85,94,03,06,07,10,15,24,32,40,43,61,71","89","0","476,726,787,834,983,046,062,106,132,234,307,321,331,375,403,464,583,596,623,725","443,473,519,564","0",""
"2023-02-01","frequency_score_v1","66,11,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","81","0","476,726,787,834,983,046,062,106,132,234,307,321,331,375,403,464,564,583,596,623","101,411,789,921","0",""
"2023-02-16","frequency_score_v1","66,11,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","95","0","476,726,787,834,983,046,062,106,132,234,307,321,331,375,403,464,564,583,596,623","377,417,664,801","0",""
"2023-03-01","frequency_score_v1","66,11,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","77","0","476,726,787,834,983,046,062,106,132,234,307,321,331,375,403,464,564,583,596,623","555,652,748,919","0",""
"2023-03-16","frequency_score_v1","66,11,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","20","0","476,726,787,834,983,046,062,106,132,234,307,321,331,375,403,464,555,564,583,596","355,734,800,873","0",""
"2023-04-01","frequency_score_v1","66,11,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","11","1","476,726,787,834,983,046,062,106,132,234,307,321,331,375,403,464,555,564,583,596","290,907,914,991","0","2"
"2023-04-16","frequency_score_v1","11,66,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","70","0","476,726,787,834,983,046,062,106,132,234,290,307,321,331,375,403,464,555,564,583","551,678,716,906","0",""
"2023-05-02","frequency_score_v1","11,66,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","00","0","476,726,787,834,983,046,062,106,132,234,290,307,321,331,375,403,464,555,564,583","019,187,655,780","0",""
"2023-05-16","frequency_score_v1","11,66,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","78","0","476,726,787,834,983,046,062,106,132,234,290,307,321,331,375,403,464,555,564,583","693,739,903,996","0",""
"2023-06-01","frequency_score_v1","11,66,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","00","0","476,726,787,834,983,046,062,106,132,234,290,307,321,331,375,403,464,555,564,583","090,272,386,681","0",""
"2023-06-16","frequency_score_v1","11,66,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","19","0","476,726,787,834,983,046,062,106,132,234,290,307,321,331,375,386,403,464,555,564","202,305,628,872","0",""
"2023-07-01","frequency_score_v1","11,66,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","81","0","476,726,787,834,983,046,062,106,132,234,290,307,321,331,375,386,403,464,555,564","162,491,605,867","0",""
"2023-07-16","frequency_score_v1","11,66,18,31,36,64,73,85,89,94,03,06,07,10,15,24,32,40,43,61","61","1","476,726,787,834,983,046,062,106,132,234,290,307,321,331,375,386,403,464,555,564","066,384,530,622","0","20"
"2023-07-31","frequency_score_v1","11,66,18,31,36,61,64,73,85,89,94,03,06,07,10,15,24,32,40,43","68","0","476,726,787,834,983,046,062,106,132,234,290,307,321,331,375,386,403,464,530,555","112,387,453,708","0",""
"2023-08-16","frequency_score_v1","11,66,18,31,36,61,64,73,85,89,94,03,06,07,10,15,24,32,40,43","31","1","476,726,787,834,983,046,062,106,132,234,290,307,321,331,375,386,403,464,530,555","674,737,739,782","0","4"
"2023-09-01","frequency_score_v1","11,31,66,18,36,61,64,73,85,89,94,03,06,07,10,15,24,32,40,43","21","0","476,726,787,834,983,046,062,106,132,234,290,307,321,331,375,386,403,464,530,555","291,478,596,915","0",""
"2023-09-16","frequency_score_v1","11,31,66,18,36,61,64,73,85,89,94,03,06,07,10,15,21,24,32,40","37","0","476,596,726,787,834,983,046,062,106,132,234,290,307,321,331,375,386,403,464,530","057,460,699,812","0",""
"2023-10-01","frequency_score_v1","11,31,66,18,36,61,64,73,85,89,94,03,06,07,10,15,21,24,32,37","24","1","476,596,726,787,834,983,046,057,062,106,132,234,290,307,321,331,375,386,403,464","202,355,426,663","0","18"
"2023-10-16","frequency_score_v1","11,31,66,18,24,36,61,64,73,85,89,94,03,06,07,10,15,21,32,37","67","0","476,596,726,787,834,983,046,057,062,106,132,202,234,290,307,321,331,355,375,386","272,398,441,446","0",""
"2023-11-01","frequency_score_v1","11,31,66,18,24,36,61,64,73,85,89,94,03,06,07,10,15,21,32,37","35","0","476,596,726,787,834,983,046,057,062,106,132,202,234,272,290,307,321,331,355,375","019,633,913,951","0",""
"2023-11-16","frequency_score_v1","11,31,66,18,24,36,61,64,73,85,89,94,03,06,07,10,15,21,32,37","46","0","476,596,726,787,834,983,046,057,062,106,132,202,234,272,290,307,321,331,355,375","143,412,778,990","0",""
"2023-12-01","frequency_score_v1","11,31,66,18,24,36,61,64,73,85,89,94,03,06,07,10,15,21,32,37","55","0","476,596,726,787,834,983,046,057,062,106,132,143,202,234,272,290,307,321,331,355","092,097,265,910","0",""
"2023-12-16","frequency_score_v1","11,31,66,18,24,36,61,64,73,85,89,94,03,06,07,10,15,21,32,37","58","0","476,596,726,787,834,983,046,057,062,106,132,143,202,234,272,290,307,321,331,355","410,584,757,850","0",""
"2023-12-30","frequency_score_v1","11,31,66,18,24,36,61,64,73,85,89,94,03,06,07,10,15,21,32,37","00","0","476,596,726,787,834,983,046,057,062,106,132,143,202,234,272,290,307,321,331,355","456,544,648,896","0",""
"2024-01-17","frequency_score_v1","11,31,66,18,24,36,61,64,73,85,89,94,00,03,06,07,10,15,21,32","29","0","476,596,726,787,834,983,046,057,062,106,132,143,202,234,272,290,307,321,331,355","196,614,931,979","0",""
"2024-02-01","frequency_score_v1","11,31,66,18,24,36,61,64,73,85,89,94,00,03,06,07,10,15,21,32","54","0","476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321,331","063,094,544,943","0",""
"2024-02-16","frequency_score_v1","11,31,66,18,24,36,61,64,73,85,89,94,00,03,06,07,10,15,21,32","56","0","476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321,331","330,375,395,430","0",""
"2024-03-01","frequency_score_v1","11,31,66,18,24,36,61,64,73,85,89,94,00,03,06,07,10,15,21,32","00","1","375,476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321","382,603,799,975","0","13"
"2024-03-16","frequency_score_v1","11,31,66,00,18,24,36,61,64,73,85,89,94,03,06,07,10,15,21,32","09","0","375,476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321","329,571,626,785","0",""
"2024-04-01","frequency_score_v1","11,31,66,00,18,24,36,61,64,73,85,89,94,03,06,07,10,15,21,32","22","0","375,476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321","481,559,809,901","0",""
"2024-04-16","frequency_score_v1","11,31,66,00,18,24,36,61,64,73,85,89,94,03,06,07,10,15,21,32","27","0","375,476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321","154,598,729,797","0",""
"2024-05-02","frequency_score_v1","11,31,66,00,18,24,36,61,64,73,85,89,94,03,06,07,10,15,21,27","04","0","375,476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321","116,171,634,763","0",""
"2024-05-16","frequency_score_v1","11,31,66,00,18,24,36,61,64,73,85,89,94,03,04,06,07,10,15,21","47","0","375,476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321","070,607,690,885","0",""
"2024-06-01","frequency_score_v1","11,31,66,00,18,24,36,61,64,73,85,89,94,03,04,06,07,10,15,21","94","1","375,476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321","364,421,593","0","13"
"2024-06-16","frequency_score_v1","11,31,66,94,00,18,24,36,61,64,73,85,89,03,04,06,07,10,15,21","16","0","375,476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321","310,426,428,504","0",""
"2024-07-01","frequency_score_v1","11,31,66,94,00,18,24,36,61,64,73,85,89,03,04,06,07,10,15,16","39","0","375,476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321","503,647,898,975","0",""
"2024-07-16","frequency_score_v1","11,31,66,94,00,18,24,36,61,64,73,85,89,03,04,06,07,10,15,16","11","1","375,476,596,726,787,834,983,046,057,062,106,132,143,196,202,234,272,290,307,321","210,331,336,421","0","1"
"2024-08-01","frequency_score_v1","11,31,66,94,00,18,24,36,61,64,73,85,89,03,04,06,07,10,15,16","08","0","331,375,476,596,726,787,834,983,046,057,062,106,132,143,196,202,210,234,272,290","041,070,464,579","0",""
"2024-08-16","frequency_score_v1","11,31,66,94,00,18,24,36,61,64,73,85,89,03,04,06,07,08,10,15","12","0","331,375,464,476,596,726,787,834,983,046,057,062,106,132,143,196,202,210,234,272","282,334,697,867","0",""
"2024-09-01","frequency_score_v1","11,31,66,94,00,18,24,36,61,64,73,85,89,03,04,06,07,08,10,15","73","1","331,375,464,476,596,726,787,834,867,983,046,057,062,106,132,143,196,202,210,234","094,220,606,941","0","11"
"2024-09-16","frequency_score_v1","11,31,66,73,94,00,18,24,36,61,64,85,89,03,04,06,07,08,10,15","30","0","331,375,464,476,596,726,787,834,867,983,046,057,062,094,106,132,143,196,202,210","008,372,662,904","0",""
"2024-10-01","frequency_score_v1","11,31,66,73,94,00,18,24,36,61,64,85,89,03,04,06,07,08,10,15","53","0","331,375,464,476,596,726,787,834,867,983,046,057,062,094,106,132,143,196,202,210","079,590,665,812","0",""
"2024-10-16","frequency_score_v1","11,31,66,73,94,00,18,24,36,61,64,85,89,03,04,06,07,08,10,15","61","1","331,375,464,476,596,726,787,834,867,983,046,057,062,094,106,132,143,196,202,210","005,493,648,962","0","10"
"2024-11-01","frequency_score_v1","11,31,61,66,73,94,00,18,24,36,64,85,89,03,04,06,07,08,10,15","74","0","331,375,464,476,596,648,726,787,834,867,983,005,046,057,062,094,106,132,143,196","044,063,225,321","0",""
"2024-11-16","frequency_score_v1","11,31,61,66,73,94,00,18,24,36,64,85,89,03,04,06,07,08,10,15","36","1","321,331,375,464,476,596,648,726,787,834,867,983,005,046,057,062,094,106,132,143","221,380,547,923","0","10"
"2024-12-01","frequency_score_v1","11,31,36,61,66,73,94,00,18,24,64,85,89,03,04,06,07,08,10,15","59","0","321,331,375,464,476,596,648,726,787,834,867,983,005,046,057,062,094,106,132,143","098,615,626,843","0",""
"2024-12-16","frequency_score_v1","11,31,36,61,66,73,94,00,18,24,64,85,89,03,04,06,07,08,10,15","90","0","321,331,375,464,476,596,648,726,787,834,867,983,005,046,057,062,094,106,132,143","212,339,742,863","0",""
"2025-01-02","frequency_score_v1","11,31,36,61,66,73,94,00,18,24,64,85,89,03,04,06,07,08,10,15","65","0","321,331,375,464,476,596,648,726,787,834,867,983,005,046,057,062,094,106,132,143","209,297,446,510","0",""
"2025-01-17","frequency_score_v1","11,31,36,61,66,73,94,00,18,24,64,85,89,03,04,06,07,08,10,15","99","0","321,331,375,464,476,596,648,726,787,834,867,983,005,046,057,062,094,106,132,143","236,448,779,961","0",""
"2025-02-01","frequency_score_v1","11,31,36,61,66,73,94,00,18,24,64,85,89,03,04,06,07,08,10,15","85","1","321,331,375,464,476,596,648,726,787,834,867,983,005,046,057,062,094,106,132,143","418,512,685,700","0","12"
"2025-02-16","frequency_score_v1","11,31,36,61,66,73,85,94,00,18,24,64,89,03,04,06,07,08,10,15","68","0","321,331,375,464,476,596,648,726,787,834,867,983,005,046,057,062,094,106,132,143","001,377,502,613","0",""
"2025-03-01","frequency_score_v1","11,31,36,61,66,73,85,94,00,18,24,64,89,03,04,06,07,08,10,15","39","0","321,331,375,464,476,596,648,726,787,834,867,983,005,046,057,062,094,106,132,143","530,541,656,894","0",""
"2025-03-16","frequency_score_v1","11,31,36,61,66,73,85,94,00,18,24,39,64,89,03,04,06,07,08,10","95","0","321,331,375,464,476,530,596,648,726,787,834,867,983,005,046,057,062,094,106,132","309,325,563,927","0",""
"2025-04-01","frequency_score_v1","11,31,36,61,66,73,85,94,00,18,24,39,64,89,03,04,06,07,08,10","35","0","321,331,375,464,476,530,596,648,726,787,834,867,983,005,046,057,062,094,106,132","180,366,687,760","0",""
"2025-04-16","frequency_score_v1","11,31,36,61,66,73,85,94,00,18,24,39,64,89,03,04,06,07,08,10","54","0","321,331,375,464,476,530,596,648,726,787,834,867,983,005,046,057,062,094,106,132","227,413,474,852","0",""
"2025-05-02","frequency_score_v1","11,31,36,61,66,73,85,94,00,18,24,39,64,89,03,04,06,07,08,10","16","0","321,331,375,464,476,530,596,648,726,787,834,867,983,005,046,057,062,094,106,132","061,167,388,826","0",""
"2025-05-16","frequency_score_v1","11,31,36,61,66,73,85,94,00,16,18,24,39,64,89,03,04,06,07,08","09","0","321,331,375,464,476,530,596,648,726,787,834,867,983,005,046,057,062,094,106,132","231,309,631,871","0",""
"2025-06-01","frequency_score_v1","11,31,36,61,66,73,85,94,00,16,18,24,39,64,89,03,04,06,07,08","34","0","321,331,375,464,476,530,596,648,726,787,834,867,983,005,046,057,062,094,106,132","044,201,349,352","0",""
"2025-06-16","frequency_score_v1","11,31,36,61,66,73,85,94,00,16,18,24,39,64,89,03,04,06,07,08","17","0","321,331,375,464,476,530,596,648,726,787,834,867,983,005,046,057,062,094,106,132","060,243,299,392","0",""
"2025-07-01","frequency_score_v1","11,31,36,61,66,73,85,94,00,16,18,24,39,64,89,03,04,06,07,08","69","0","321,331,375,464,476,530,596,648,726,787,834,867,983,005,046,057,062,094,106,132","246,261,680,911","0",""
"2025-07-16","frequency_score_v1","11,31,36,61,66,73,85,94,00,16,18,24,39,64,89,03,04,06,07,08","71","0","321,331,375,464,476,530,596,648,726,787,834,867,983,005,046,057,062,094,106,132","084,261,324,995","0",""
"2025-08-01","frequency_score_v1","11,31,36,61,66,73,85,94,00,16,18,24,39,64,71,89,03,04,06,07","42","0","321,331,375,464,476,530,596,648,726,787,834,867,983,005,046,057,062,094,106,132","501,512,525,852","0",""
"2025-08-16","frequency_score_v1","11,31,36,61,66,73,85,94,00,16,18,24,39,64,71,89,03,04,06,07","47","0","321,331,375,464,476,530,596,648,726,787,834,867,983,005,046,057,062,094,106,132","602,632,834,865","1","11"
"2025-09-01","frequency_score_v1","11,31,36,61,66,73,85,94,00,16,18,24,39,47,64,71,89,03,04,06","12","0","834,321,331,375,464,476,530,596,648,726,787,867,983,005,046,057,062,094,106,132","022,131,310,356","0",""
"2025-09-16","frequency_score_v1","11,31,36,61,66,73,85,94,00,16,18,24,39,47,64,71,89,03,04,06","12","0","834,321,331,375,464,476,530,596,648,726,787,867,983,005,046,057,062,094,106,132","308,585,646,740","0",""
"2025-10-01","frequency_score_v1","11,31,36,61,66,73,85,94,00,12,16,18,24,39,47,64,71,89,03,04","32","0","834,321,331,375,464,476,530,596,648,726,787,867,983,005,046,057,062,094,106,132","280,775,843,978","0",""
"2025-10-16","frequency_score_v1","11,31,36,61,66,73,85,94,00,12,16,18,24,32,39,47,64,71,89,03","31","1","834,321,331,375,464,476,530,596,648,726,787,867,983,005,046,057,062,094,106,132","476,615,696,955","1","2"
"2025-11-01","frequency_score_v1","11,31,36,61,66,73,85,94,00,12,16,18,24,32,39,47,64,71,89,03","28","0","476,834,321,331,375,464,530,596,648,726,787,867,983,005,046,057,062,094,106,132","111,449,873,898","0",""
"2025-11-16","frequency_score_v1","11,31,36,61,66,73,85,94,00,12,16,18,24,32,39,47,64,71,89,03","42","0","476,834,321,331,375,464,530,596,648,726,787,867,983,005,046,057,062,094,106,132","145,239,372,602","0",""
"2025-12-01","frequency_score_v1","11,31,36,61,66,73,85,94,00,12,16,18,24,32,39,47,64,71,89,03","89","1","476,834,321,331,375,464,530,596,602,648,726,787,867,983,005,046,057,062,094,106","137,223,252,655","0","19"
"2025-12-16","frequency_score_v1","11,31,36,61,66,73,85,89,94,00,12,16,18,24,32,39,47,64,71,03","76","0","476,834,321,331,375,464,530,596,602,648,726,787,867,983,005,046,057,062,094,106","014,431,521,895","0",""
"2026-01-02","frequency_score_v1","11,31,36,61,66,73,85,89,94,00,12,16,18,24,32,39,47,64,71,03","47","1","476,834,321,331,375,464,530,596,602,648,726,787,867,983,005,046,057,062,094,106","163,288,694,706","0","17"
"2026-01-17","frequency_score_v1","11,31,36,47,61,66,73,85,89,94,00,12,16,18,24,32,39,64,71,03","99","0","476,834,321,331,375,464,530,596,602,648,726,787,867,983,005,046,057,062,094,106","022,363,815,972","0",""
"2026-02-01","frequency_score_v1","11,31,36,47,61,66,73,85,89,94,00,12,16,18,24,32,39,64,71,03","95","0","476,834,321,331,375,464,530,596,602,648,726,787,867,983,005,022,046,057,062,094","041,481,629,917","0",""
"2026-02-16","frequency_score_v1","11,31,36,47,61,66,73,85,89,94,00,12,16,18,24,32,39,64,71,95","41","0","476,834,321,331,375,464,530,596,602,648,726,787,867,983,005,022,041,046,057,062","072,169,527,563","0",""
"2026-03-01","frequency_score_v1","11,31,36,47,61,66,73,85,89,94,00,12,16,18,24,32,39,64,71,95","54","0","476,834,321,331,375,464,530,596,602,648,726,787,867,983,005,022,041,046,057,062","060,068,479,866","0",""
"2026-03-16","frequency_score_v1","11,31,36,47,61,66,73,85,89,94,00,12,16,18,24,32,39,54,64,71","10","0","476,834,321,331,375,464,530,596,602,648,726,787,867,983,005,022,041,046,057,062","009,439,645,983","1","14"
"2026-04-01","frequency_score_v1","11,31,36,47,61,66,73,85,89,94,00,10,12,16,18,24,32,39,54,64","13","0","476,834,983,321,331,375,464,530,596,602,648,726,787,867,005,022,041,046,057,062","098,406,471,514","0",""
"2026-04-16","frequency_score_v1","11,31,36,47,61,66,73,85,89,94,00,10,12,16,18,24,32,39,54,64","08","0","476,834,983,321,331,375,464,530,596,602,648,726,787,867,005,022,041,046,057,062","355,424,612,771","0",""
"2026-05-02","frequency_score_v1","11,31,36,47,61,66,73,85,89,94,00,08,10,12,16,18,24,32,39,54","67","0","476,834,983,321,331,355,375,464,530,596,602,648,726,787,867,005,022,041,046,057","065,077,318,432","0",""
"2016-04-16","weighted_recent_v1","90","08","0","285,546,720,923","228,507,609,870","0",""
"2016-05-02","weighted_recent_v1","08,90","38","0","228,285,507,546,609,720,870,923","022,046,403,459","0",""
"2016-05-16","weighted_recent_v1","08,38,90","82","0","022,046,228,285,403,459,507,546,609,720,870,923","087,737,975,983","0",""
"2016-06-01","weighted_recent_v1","08,38,82,90","11","0","022,046,087,228,285,403,459,507,546,609,720,737,870,923,975,983","141,775,825,880","0",""
"2016-06-16","weighted_recent_v1","08,11,38,82,90","51","0","022,046,087,141,228,285,403,459,507,546,609,720,737,775,825,870,880,923,975,983","321,792,804,816","0",""
"2016-07-01","weighted_recent_v1","08,11,38,51,82,90","69","0","022,046,087,141,228,285,321,403,459,507,546,609,720,737,775,792,804,816,825,870","173,460,531,609","1","12"
"2016-07-16","weighted_recent_v1","08,11,38,51,69,82,90","52","0","609,022,046,087,141,173,228,285,321,403,459,460,507,531,546,720,737,775,792,804","158,555,734,764","0",""
"2016-08-01","weighted_recent_v1","08,11,38,51,52,69,82,90","38","1","609,022,046,087,141,158,173,228,285,321,403,459,460,507,531,546,555,720,734,737","472,575,932,983","0","3"
"2016-08-16","weighted_recent_v1","38,08,11,51,52,69,82,90","66","0","609,983,022,046,087,141,158,173,228,285,321,403,459,460,472,507,531,546,555,575","004,333,596,966","0",""
"2016-09-01","weighted_recent_v1","38,08,11,51,52,66,69,82,90","34","0","609,983,004,022,046,087,141,158,173,228,285,321,333,403,459,460,472,507,531,546","335,623,630,684","0",""
"2016-09-16","weighted_recent_v1","38,08,11,34,51,52,66,69,82,90","93","0","609,983,004,022,046,087,141,158,173,228,321,333,335,403,459,460,472,507,531,555","043,424,583,650","0",""
"2016-10-01","weighted_recent_v1","38,11,34,51,52,66,69,82,93,08,90","94","0","983,609,004,022,043,046,087,141,158,173,321,333,335,403,424,459,460,472,531,555","017,102,280,331","0",""
